Model,Tumor Type,Treatment
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,binimetinib
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,TAS266
X-3483,CM,untreated
X-3483,CM,untreated
X-3483,CM,untreated
X-3483,CM,untreated
X-3483,CM,untreated
X-3483,CM,untreated
X-3486,CM,BKM120
X-3486,CM,BKM120
X-3486,CM,BKM120
X-3486,CM,BKM120
X-3486,CM,BKM120
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,BKM120 + encorafenib
X-3486,CM,CGM097
X-3486,CM,CGM097
X-3486,CM,CGM097
X-3486,CM,CGM097
X-3486,CM,CGM097
X-3486,CM,dacarbazine
X-3486,CM,dacarbazine
X-3486,CM,dacarbazine
X-3486,CM,dacarbazine
X-3486,CM,dacarbazine
X-3486,CM,LDE225
X-3486,CM,LDE225
X-3486,CM,LDE225
X-3486,CM,LDE225
X-3486,CM,LDE225
X-3486,CM,LDE225
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LDK378
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,LEE011 + encorafenib
X-3486,CM,WNT974
X-3486,CM,WNT974
X-3486,CM,WNT974
X-3486,CM,WNT974
X-3486,CM,WNT974
X-3486,CM,WNT974
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,LGW813
X-3486,CM,encorafenib
X-3486,CM,encorafenib
X-3486,CM,encorafenib
X-3486,CM,encorafenib
X-3486,CM,encorafenib
X-3486,CM,encorafenib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,encorafenib + binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,binimetinib
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,TAS266
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3486,CM,untreated
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,BKM120 + encorafenib
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,CGM097
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,dacarbazine
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDE225
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LDK378
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,LEE011 + encorafenib
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,WNT974
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,LGW813
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,encorafenib + binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,binimetinib
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,TAS266
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3503,CM,untreated
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,5FU
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,cetuximab
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,binimetinib
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3671,CRC,untreated
X-3676,CM,BKM120
X-3676,CM,BKM120
X-3676,CM,BKM120
X-3676,CM,BKM120
X-3676,CM,BKM120
X-3676,CM,BKM120
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,BKM120 + encorafenib
X-3676,CM,CGM097
X-3676,CM,CGM097
X-3676,CM,CGM097
X-3676,CM,CGM097
X-3676,CM,dacarbazine
X-3676,CM,dacarbazine
X-3676,CM,dacarbazine
X-3676,CM,dacarbazine
X-3676,CM,LDE225
X-3676,CM,LDE225
X-3676,CM,LDE225
X-3676,CM,LDE225
X-3676,CM,LDE225
X-3676,CM,LDK378
X-3676,CM,LDK378
X-3676,CM,LDK378
X-3676,CM,LDK378
X-3676,CM,LEE011
X-3676,CM,LEE011
X-3676,CM,LEE011
X-3676,CM,LEE011
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,LEE011 + encorafenib
X-3676,CM,WNT974
X-3676,CM,WNT974
X-3676,CM,WNT974
X-3676,CM,WNT974
X-3676,CM,LGW813
X-3676,CM,LGW813
X-3676,CM,LGW813
X-3676,CM,LGW813
X-3676,CM,LGW813
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,encorafenib + binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,binimetinib
X-3676,CM,TAS266
X-3676,CM,TAS266
X-3676,CM,TAS266
X-3676,CM,TAS266
X-3676,CM,untreated
X-3676,CM,untreated
X-3676,CM,untreated
X-3676,CM,untreated
X-3684,CRC,LFW527 + binimetinib
X-3684,CRC,LFW527 + binimetinib
X-3684,CRC,LFW527 + binimetinib
X-3684,CRC,LFW527 + binimetinib
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BGJ398
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BKM120
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719 + LJM716
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,BYL719 + LEE011
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CGM097
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,CLR457
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,HDM201
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,INC424
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011 + everolimus
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LEE011
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LFA102
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716 + trastuzumab
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LJM716
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LKA136
X-3697,BRCA,LLM871
X-3697,BRCA,LLM871
X-3697,BRCA,LLM871
X-3697,BRCA,LLM871
X-3697,BRCA,LLM871
X-3697,BRCA,LLM871
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,binimetinib
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,paclitaxel
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,tamoxifen
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,trastuzumab
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3697,BRCA,untreated
X-3746,CM,BKM120
X-3746,CM,BKM120
X-3746,CM,BKM120
X-3746,CM,BKM120
X-3746,CM,BKM120
X-3746,CM,BKM120
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
X-3746,CM,BKM120 + encorafenib
