Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"SC-1","SIDM00400","1331030","","blood","B_cell_lymphoma","GDSC1","361"
"SLVL","SIDM00374","1331032","DLBC","blood","B_cell_lymphoma","GDSC1","394"
"SU-DHL-10","SIDM00389","1331033","DLBC","blood","B_cell_lymphoma","GDSC1","297"
"SU-DHL-16","SIDM00404","1331034","DLBC","blood","B_cell_lymphoma","GDSC1","385"
"SU-DHL-4","SIDM00405","1331035","DLBC","blood","B_cell_lymphoma","GDSC1","388"
"SU-DHL-5","SIDM00406","1331036","DLBC","blood","B_cell_lymphoma","GDSC1","338"
"SU-DHL-6","SIDM00407","1331037","DLBC","blood","B_cell_lymphoma","GDSC1","387"
"SU-DHL-8","SIDM00423","1331038","DLBC","blood","B_cell_lymphoma","GDSC1","364"
"SUP-HD1","SIDM00422","1331039","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","387"
"SUP-M2","SIDM00421","1331040","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC1","380"
"TK","SIDM00323","1331045","DLBC","blood","B_cell_lymphoma","GDSC1","368"
"VAL","SIDM00416","1331048","DLBC","blood","B_cell_lymphoma","GDSC1","363"
"WIL2-NS","SIDM01102","1331049","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","379"
"WSU-DLCL2","SIDM00413","1331050","DLBC","blood","B_cell_lymphoma","GDSC1","393"
"DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC1","302"
"Hey","SIDM00968","1479988","OV","urogenital_system","ovary","GDSC1","300"
"JHOS-2","SIDM00305","1479995","OV","urogenital_system","ovary","GDSC1","308"
"JHOS-3","SIDM00304","1480358","OV","urogenital_system","ovary","GDSC1","309"
"JHOS-4","SIDM00303","1480359","OV","urogenital_system","ovary","GDSC1","194"
"OV-7","SIDM00474","1480360","OV","urogenital_system","ovary","GDSC1","305"
"OV-17R","SIDM00476","1480361","OV","urogenital_system","ovary","GDSC1","308"
"OV-56","SIDM00475","1480362","OV","urogenital_system","ovary","GDSC1","308"
"OVCA420","SIDM00967","1480364","OV","urogenital_system","ovary","GDSC1","308"
"OVCA433","SIDM00966","1480367","OV","urogenital_system","ovary","GDSC1","308"
"OVK-18","SIDM00238","1480371","OV","urogenital_system","ovary","GDSC1","306"
"PEO1","SIDM00472","1480372","OV","urogenital_system","ovary","GDSC1","306"
"UWB1.289","SIDM00815","1480374","OV","urogenital_system","ovary","GDSC1","308"
"FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC1","302"
"OACp4C","SIDM00445","1503362","ESCA","aero_digestive_tract","oesophagus","GDSC1","308"
"OACM5-1","SIDM00444","1503363","ESCA","aero_digestive_tract","oesophagus","GDSC1","303"
"SK-GT-2","SIDM00393","1503364","STAD","digestive_system","stomach","GDSC1","174"
"SK-GT-4","SIDM00483","1503365","ESCA","aero_digestive_tract","oesophagus","GDSC1","307"
"ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC1","310"
"ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC1","258"
"KYAE-1","SIDM00530","1503368","ESCA","aero_digestive_tract","oesophagus","GDSC1","310"
"EMC-BAC-1","SIDM00048","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","302"
"EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","306"
"TE-4","SIDM00250","1503371","ESCA","aero_digestive_tract","oesophagus","GDSC1","305"
"NCC010","SIDM00231","1509073","KIRC","kidney","kidney","GDSC1","174"
"NCC021","SIDM00232","1509074","KIRC","kidney","kidney","GDSC1","304"
"RCC-FG2","SIDM00819","1524414","KIRC","kidney","kidney","GDSC1","307"
"RCC-JF","SIDM00818","1524415","KIRC","kidney","kidney","GDSC1","308"
"RCC-JW","SIDM00817","1524416","KIRC","kidney","kidney","GDSC1","306"
"RCC-ER","SIDM00820","1524417","KIRC","kidney","kidney","GDSC1","307"
"RCC-AB","SIDM00821","1524418","KIRC","kidney","kidney","GDSC1","307"
"RCC-MF","SIDM00816","1524419","KIRC","kidney","kidney","GDSC1","302"
"KMS-11","SIDM00608","1659817","MM","blood","myeloma","GDSC1","303"
"MM1S","SIDM01265","1659818","MM","blood","myeloma","GDSC1","70"
"OCI-LY7","SIDM00459","1659819","DLBC","blood","B_cell_lymphoma","GDSC1","139"
"SNU-1040","SIDM00217","1659823","COREAD","digestive_system","large_intestine","GDSC1","234"
"SNU-175","SIDM00216","1659928","COREAD","digestive_system","large_intestine","GDSC1","134"
"SNU-407","SIDM00214","1660034","COREAD","digestive_system","large_intestine","GDSC1","308"
"SNU-61","SIDM00194","1660035","COREAD","digestive_system","large_intestine","GDSC1","303"
"SNU-81","SIDM00193","1660036","COREAD","digestive_system","large_intestine","GDSC1","308"
"SNU-C5","SIDM00498","1674021","COREAD","digestive_system","large_intestine","GDSC1","309"
"DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC1","174"
"PFSK-1","SIDM01132","683667","MB","nervous_system","medulloblastoma","GDSC2","238"
"A673","SIDM00848","684052","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","282"
"ES5","SIDM00263","684057","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","257"
"ES7","SIDM00269","684059","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"EW-11","SIDM00203","684062","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"SK-ES-1","SIDM01111","684072","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"COLO-829","SIDM00909","687448","SKCM","skin","melanoma","GDSC2","280"
"5637","SIDM00807","687452","BLCA","urogenital_system","bladder","GDSC2","279"
"RT4","SIDM01085","687455","BLCA","urogenital_system","bladder","GDSC2","281"
"SW780","SIDM01160","687457","BLCA","urogenital_system","bladder","GDSC2","281"
"TCCSUP","SIDM01190","687459","BLCA","urogenital_system","bladder","GDSC2","281"
"C-33-A","SIDM00889","687505","CESC","urogenital_system","cervix","GDSC2","282"
"C-4-I","SIDM00905","687506","CESC","urogenital_system","cervix","GDSC2","280"
"ME-180","SIDM00627","687514","CESC","urogenital_system","cervix","GDSC2","281"
"42-MG-BA","SIDM00982","687561","GBM","nervous_system","glioma","GDSC2","281"
"8-MG-BA","SIDM00998","687562","GBM","nervous_system","glioma","GDSC2","280"
"A172","SIDM00799","687563","GBM","nervous_system","glioma","GDSC2","281"
"GB-1","SIDM00581","687568","GBM","nervous_system","glioma","GDSC2","281"
"T98G","SIDM01171","687586","GBM","nervous_system","glioma","GDSC2","282"
"U-118-MG","SIDM01193","687588","GBM","nervous_system","glioma","GDSC2","281"
"U-87-MG","SIDM01189","687590","GBM","nervous_system","glioma","GDSC2","253"
"YKG-1","SIDM00315","687592","GBM","nervous_system","glioma","GDSC2","179"
"ChaGo-K-1","SIDM00924","687596","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H720","SIDM01120","687600","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","269"
"Calu-3","SIDM00922","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"COR-L23","SIDM00512","687780","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"LK-2","SIDM00548","687787","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"NCI-H1437","SIDM00734","687794","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H1623","SIDM00747","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1648","SIDM00746","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H1650","SIDM00745","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1693","SIDM00742","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1770","SIDM00737","687804","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H1838","SIDM00769","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2085","SIDM00709","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H2170","SIDM00716","687815","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","278"
"NCI-H2228","SIDM00729","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H2342","SIDM00727","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2347","SIDM00726","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2405","SIDM00724","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H661","SIDM01122","687829","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"COR-L311","SIDM00509","687980","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"DMS-114","SIDM00865","687983","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"DMS-273","SIDM00522","687985","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1048","SIDM00654","687995","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1092","SIDM00653","687997","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1694","SIDM00741","688006","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"NCI-H1963","SIDM00760","688010","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"NCI-H2029","SIDM00735","688011","SCLC","lung","lung_small_cell_carcinoma","GDSC2","262"
"NCI-H209","SIDM00706","688013","SCLC","lung","lung_small_cell_carcinoma","GDSC2","279"
"NCI-H2141","SIDM00699","688014","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H2171","SIDM00733","688015","SCLC","lung","lung_small_cell_carcinoma","GDSC2","178"
"NCI-H2227","SIDM00730","688018","SCLC","lung","lung_small_cell_carcinoma","GDSC2","255"
"NCI-H345","SIDM00719","688021","SCLC","lung","lung_small_cell_carcinoma","GDSC2","261"
"NCI-H446","SIDM00965","688023","SCLC","lung","lung_small_cell_carcinoma","GDSC2","280"
"NCI-H526","SIDM01128","688025","SCLC","lung","lung_small_cell_carcinoma","GDSC2","278"
"NCI-H64","SIDM01126","688026","SCLC","lung","lung_small_cell_carcinoma","GDSC2","170"
"NCI-H69","SIDM01121","688027","SCLC","lung","lung_small_cell_carcinoma","GDSC2","168"
"NCI-H82","SIDM01131","688031","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"NCI-H2052","SIDM00713","688058","MESO","lung","mesothelioma","GDSC2","281"
"SK-N-DZ","SIDM01100","688086","NB","nervous_system","neuroblastoma","GDSC2","280"
"SK-N-FI","SIDM01099","688087","NB","nervous_system","neuroblastoma","GDSC2","170"
"VA-ES-BJ","SIDM01179","688121","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","281"
"VMRC-LCD","SIDM00320","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"LU-139","SIDM00293","713878","SCLC","lung","lung_small_cell_carcinoma","GDSC2","231"
"SBC-5","SIDM00368","713880","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"SBC-1","SIDM00365","713885","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"LU-135","SIDM00294","713899","SCLC","lung","lung_small_cell_carcinoma","GDSC2","279"
"SK-N-SH","SIDM01098","717431","NB","nervous_system","neuroblastoma","GDSC2","170"
"NCI-H2030","SIDM00715","722045","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H2122","SIDM00702","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1734","SIDM00739","722058","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","179"
"NCI-H650","SIDM01124","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"T24","SIDM01184","724812","BLCA","urogenital_system","bladder","GDSC2","180"
"NCI-H929","SIDM01148","724825","MM","blood","myeloma","GDSC2","279"
"SK-N-AS","SIDM01101","724828","NB","nervous_system","neuroblastoma","GDSC2","282"
"NCI-H1299","SIDM00649","724831","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"NCI-H2087","SIDM00708","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"UM-UC-3","SIDM01182","724838","BLCA","urogenital_system","bladder","GDSC2","170"
"SW756","SIDM01174","724839","CESC","urogenital_system","cervix","GDSC2","281"
"NCI-H727","SIDM01119","724855","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","282"
"Calu-6","SIDM00921","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"LU-65","SIDM00547","724863","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"NCI-H1355","SIDM00645","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1792","SIDM00771","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"HPAF-II","SIDM00669","724869","PAAD","pancreas","pancreas","GDSC2","247"
"MIA-PaCa-2","SIDM00505","724870","PAAD","pancreas","pancreas","GDSC2","282"
"SHP-77","SIDM01078","724872","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H2009","SIDM00756","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2291","SIDM00728","724874","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"SW1573","SIDM01163","724878","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"TE-5","SIDM00347","735784","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"HCC1954","SIDM00872","749709","BRCA","breast","breast","GDSC2","285"
"HCC1143","SIDM00866","749710","BRCA","breast","breast","GDSC2","284"
"HCC1187","SIDM00885","749711","BRCA","breast","breast","GDSC2","284"
"HCC1395","SIDM00884","749712","BRCA","breast","breast","GDSC2","176"
"HCC1599","SIDM00877","749713","BRCA","breast","breast","GDSC2","186"
"HCC1937","SIDM00874","749714","BRCA","breast","breast","GDSC2","285"
"HCC2157","SIDM00774","749715","BRCA","breast","breast","GDSC2","268"
"HCC2218","SIDM00772","749716","BRCA","breast","breast","GDSC2","178"
"HCC38","SIDM00675","749717","BRCA","breast","breast","GDSC2","286"
"BB30-HNC","SIDM00172","753531","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"BB49-HNC","SIDM00174","753532","HNSC","aero_digestive_tract","head_and_neck","GDSC2","228"
"BB65-RCC","SIDM00191","753533","KIRC","kidney","kidney","GDSC2","179"
"BEN","SIDM00990","753534","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"BHY","SIDM00986","753535","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"Ca9-22","SIDM00489","753538","HNSC","aero_digestive_tract","head_and_neck","GDSC2","282"
"CADO-ES1","SIDM00961","753539","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"CAL-12T","SIDM00939","753540","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"CAL-33","SIDM00942","753541","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"CP50-MEL-B","SIDM00175","753545","SKCM","skin","melanoma","GDSC2","180"
"CP66-MEL","SIDM00190","753546","SKCM","skin","melanoma","GDSC2","257"
"CPC-N","SIDM00953","753547","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"CTV-1","SIDM00951","753548","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"D-542MG","SIDM00207","753549","GBM","nervous_system","glioma","GDSC2","180"
"DMS-79","SIDM00524","753551","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"DSH1","SIDM00970","753552","BLCA","urogenital_system","bladder","GDSC2","282"
"EBC-1","SIDM00486","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"EC-GI-10","SIDM00278","753555","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"EPLC-272H","SIDM01044","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"HA7-RCC","SIDM00188","753558","KIRC","kidney","kidney","GDSC2","257"
"HCE-4","SIDM00052","753559","ESCA","aero_digestive_tract","oesophagus","GDSC2","180"
"HO-1-u-1","SIDM00591","753561","HNSC","aero_digestive_tract","head_and_neck","GDSC2","170"
"HSC-2","SIDM00590","753562","HNSC","aero_digestive_tract","head_and_neck","GDSC2","280"
"IM-9","SIDM00632","753563","MM","blood","myeloma","GDSC2","282"
"IST-SL1","SIDM00223","753564","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"IST-SL2","SIDM00230","753565","SCLC","lung","lung_small_cell_carcinoma","GDSC2","271"
"J82","SIDM00693","753566","BLCA","urogenital_system","bladder","GDSC2","281"
"KNS-62","SIDM00606","753569","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"KOSC-2","SIDM00603","753570","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"KP-4","SIDM00301","753572","PAAD","pancreas","pancreas","GDSC2","282"
"KYSE-140","SIDM01032","753573","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"KYSE-410","SIDM01028","753574","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-520","SIDM01025","753575","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-70","SIDM01024","753576","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"LB1047-RCC","SIDM00187","753577","KIRC","kidney","kidney","GDSC2","180"
"LB2241-RCC","SIDM00186","753578","KIRC","kidney","kidney","GDSC2","179"
"LB2518-MEL","SIDM00185","753579","SKCM","skin","melanoma","GDSC2","179"
"LB373-MEL-D","SIDM00184","753581","SKCM","skin","melanoma","GDSC2","180"
"LB647-SCLC","SIDM00183","753582","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"LB771-HNC","SIDM00182","753583","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"LB831-BLC","SIDM00181","753584","BLCA","urogenital_system","bladder","GDSC2","282"
"LB996-RCC","SIDM00180","753585","KIRC","kidney","kidney","GDSC2","281"
"LCLC-103H","SIDM00345","753586","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"LU-134-A","SIDM00296","753588","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"LU-165","SIDM00292","753589","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"LXF-289","SIDM00339","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"MS-1","SIDM00245","753594","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"MZ1-PC","SIDM00053","753595","PAAD","pancreas","pancreas","GDSC2","181"
"MZ7-mel","SIDM00516","753596","SKCM","skin","melanoma","GDSC2","180"
"NCI-H1563","SIDM00751","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H292","SIDM00493","753604","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H510A","SIDM00927","753605","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H835","SIDM01133","753607","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","165"
"PC-14","SIDM00237","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","297"
"SBC-3","SIDM00367","753610","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"SK-MM-2","SIDM00391","753612","MM","blood","myeloma","GDSC2","282"
"TE-15","SIDM00249","753614","ESCA","aero_digestive_tract","oesophagus","GDSC2","231"
"U-266","SIDM00417","753615","MM","blood","myeloma","GDSC2","281"
"BE2-M17","SIDM01229","753616","NB","nervous_system","neuroblastoma","GDSC2","281"
"KELLY","SIDM01009","753618","NB","nervous_system","neuroblastoma","GDSC2","282"
"SIMA","SIDM00395","753620","NB","nervous_system","neuroblastoma","GDSC2","272"
"TE-1","SIDM00369","753621","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"TE-10","SIDM00349","753622","ESCA","aero_digestive_tract","oesophagus","GDSC2","184"
"TE-8","SIDM00326","753623","ESCA","aero_digestive_tract","oesophagus","GDSC2","269"
"CAPAN-1","SIDM00934","753624","PAAD","pancreas","pancreas","GDSC2","282"
"OVCAR-3","SIDM00105","905933","OV","urogenital_system","ovary","GDSC2","281"
"PC-3","SIDM00088","905934","PRAD","urogenital_system","prostate","GDSC2","281"
"DU-145","SIDM00120","905935","PRAD","urogenital_system","prostate","GDSC2","281"
"HCT-116","SIDM00783","905936","COREAD","digestive_system","large_intestine","GDSC2","283"
"HCT-15","SIDM00789","905937","COREAD","digestive_system","large_intestine","GDSC2","284"
"HL-60","SIDM00829","905938","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"HT-29","SIDM00136","905939","COREAD","digestive_system","large_intestine","GDSC2","297"
"K-562","SIDM00791","905940","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"NCI-H226","SIDM00139","905941","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"NCI-H23","SIDM00138","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H460","SIDM00144","905943","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","178"
"NCI-H522","SIDM00116","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"T47D","SIDM00097","905945","BRCA","breast","breast","GDSC2","285"
"MCF7","SIDM00148","905946","BRCA","breast","breast","GDSC2","285"
"786-0","SIDM00125","905947","KIRC","kidney","kidney","GDSC2","281"
"A498","SIDM00124","905948","KIRC","kidney","kidney","GDSC2","281"
"A549","SIDM00903","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","283"
"ACHN","SIDM00123","905950","KIRC","kidney","kidney","GDSC2","282"
"BT-549","SIDM00122","905951","BRCA","breast","breast","GDSC2","285"
"CCRF-CEM","SIDM00121","905952","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"SK-MEL-28","SIDM00081","905954","SKCM","skin","melanoma","GDSC2","180"
"SK-MEL-2","SIDM00082","905955","SKCM","skin","melanoma","GDSC2","271"
"SK-MEL-5","SIDM00080","905956","SKCM","skin","melanoma","GDSC2","257"
"Hs-578-T","SIDM00135","905957","BRCA","breast","breast","GDSC2","285"
"MOLT-4","SIDM00145","905958","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"SK-OV-3","SIDM00079","905959","OV","urogenital_system","ovary","GDSC2","282"
"MDA-MB-231","SIDM00146","905960","BRCA","breast","breast","GDSC2","286"
"COLO-205","SIDM00826","905961","COREAD","digestive_system","large_intestine","GDSC2","282"
"SW620","SIDM00841","905962","COREAD","digestive_system","large_intestine","GDSC2","297"
"CAKI-1","SIDM00941","905963","KIRC","kidney","kidney","GDSC2","179"
"RPMI-8226","SIDM00087","905964","MM","blood","myeloma","GDSC2","281"
"SR","SIDM00096","905965","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","279"
"NCI-H322M","SIDM00117","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"IGROV-1","SIDM00151","905968","OV","urogenital_system","ovary","GDSC2","280"
"OVCAR-5","SIDM00091","905969","OV","urogenital_system","ovary","GDSC2","281"
"EKVX","SIDM00119","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","261"
"HCC2998","SIDM00118","905971","COREAD","digestive_system","large_intestine","GDSC2","282"
"HOP-62","SIDM00133","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"HOP-92","SIDM00134","905973","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"LOXIMVI","SIDM00149","905974","SKCM","skin","melanoma","GDSC2","281"
"M14","SIDM00003","905975","SKCM","skin","melanoma","GDSC2","242"
"UACC-62","SIDM00107","905976","SKCM","skin","melanoma","GDSC2","282"
"UACC-257","SIDM00108","905977","SKCM","skin","melanoma","GDSC2","281"
"RXF393","SIDM00086","905978","KIRC","kidney","kidney","GDSC2","257"
"SN12C","SIDM00094","905979","KIRC","kidney","kidney","GDSC2","282"
"TK10","SIDM00113","905980","KIRC","kidney","kidney","GDSC2","282"
"U031","SIDM00112","905981","KIRC","kidney","kidney","GDSC2","180"
"SNB75","SIDM00095","905982","GBM","nervous_system","glioma","GDSC2","180"
"U251","SIDM00111","905983","GBM","nervous_system","glioma","GDSC2","281"
"SF539","SIDM00083","905984","LGG","nervous_system","glioma","GDSC2","281"
"SF295","SIDM00084","905985","GBM","nervous_system","glioma","GDSC2","180"
"SF268","SIDM00085","905986","GBM","nervous_system","glioma","GDSC2","281"
"KM12","SIDM00150","905989","COREAD","digestive_system","large_intestine","GDSC2","282"
"OVCAR-4","SIDM00092","905990","OV","urogenital_system","ovary","GDSC2","281"
"OVCAR-8","SIDM00090","905991","OV","urogenital_system","ovary","GDSC2","281"
"BxPC-3","SIDM00132","906693","PAAD","pancreas","pancreas","GDSC2","282"
"BONNA-12","SIDM00984","906695","","blood","hairy_cell_leukaemia","GDSC2","179"
"BHT-101","SIDM00987","906696","THCA","thyroid","thyroid","GDSC2","281"
"Becker","SIDM00490","906746","GBM","nervous_system","glioma","GDSC2","282"
"BE-13","SIDM01245","906763","ALL","blood","lymphoblastic_leukemia","GDSC2","282"
"ARH-77","SIDM00900","906765","MM","blood","myeloma","GDSC2","279"
"AGS","SIDM00850","906790","STAD","digestive_system","stomach","GDSC2","281"
"ABC-1","SIDM00494","906791","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","256"
"A2058","SIDM00797","906792","SKCM","skin","melanoma","GDSC2","281"
"A375","SIDM00795","906793","SKCM","skin","melanoma","GDSC2","296"
"A253","SIDM00796","906794","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC2","281"
"8305C","SIDM00997","906795","THCA","thyroid","thyroid","GDSC2","282"
"647-V","SIDM00983","906797","BLCA","urogenital_system","bladder","GDSC2","281"
"639-V","SIDM00999","906798","BLCA","urogenital_system","bladder","GDSC2","280"
"697","SIDM01076","906800","UNCLASSIFIED","blood","lymphoblastic_leukemia","GDSC2","280"
"BT-20","SIDM00893","906801","BRCA","breast","breast","GDSC2","284"
"A2780","SIDM00210","906804","UNCLASSIFIED","urogenital_system","ovary","GDSC2","281"
"COR-L105","SIDM00513","906805","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"CRO-AP2","SIDM00952","906807","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"COR-L88","SIDM00506","906808","SCLC","lung","lung_small_cell_carcinoma","GDSC2","170"
"COLO-824","SIDM00954","906812","BRCA","breast","breast","GDSC2","284"
"COLO-800","SIDM00515","906813","SKCM","skin","melanoma","GDSC2","180"
"COLO-792","SIDM00140","906814","SKCM","skin","melanoma","GDSC2","280"
"COLO-680N","SIDM00956","906817","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"COLO-679","SIDM00284","906818","SKCM","skin","melanoma","GDSC2","282"
"CHP-212","SIDM00910","906820","NB","nervous_system","neuroblastoma","GDSC2","280"
"CFPAC-1","SIDM00130","906821","PAAD","pancreas","pancreas","GDSC2","281"
"Ca-Ski","SIDM00923","906824","CESC","urogenital_system","cervix","GDSC2","282"
